s,C,kW/m2,C,kW/m2
 3.300E+02, 6.138E+02, 2.542E+01, 7.316E+02, 0.000E+00
 3.400E+02, 6.157E+02, 2.479E+01, 7.332E+02, 0.000E+00
 3.500E+02, 6.175E+02, 2.428E+01, 7.347E+02, 0.000E+00
 3.600E+02, 6.192E+02, 2.377E+01, 7.361E+02, 0.000E+00
 3.700E+02, 6.208E+02, 2.326E+01, 7.374E+02, 0.000E+00
 3.800E+02, 6.224E+02, 2.286E+01, 7.386E+02, 0.000E+00
 3.900E+02, 6.238E+02, 2.251E+01, 7.398E+02, 0.000E+00
 4.000E+02, 6.252E+02, 2.216E+01, 7.410E+02, 0.000E+00
 4.100E+02, 6.265E+02, 2.181E+01, 7.420E+02, 0.000E+00
 4.200E+02, 6.278E+02, 2.133E+01, 7.430E+02, 0.000E+00
 4.300E+02, 6.290E+02, 2.070E+01, 7.440E+02, 0.000E+00
 4.400E+02, 6.302E+02, 2.008E+01, 7.449E+02, 0.000E+00
 4.500E+02, 6.312E+02, 1.945E+01, 7.458E+02, 0.000E+00
 4.600E+02, 6.323E+02, 1.901E+01, 7.466E+02, 0.000E+00
 4.700E+02, 6.333E+02, 1.905E+01, 7.474E+02, 0.000E+00
 4.800E+02, 6.342E+02, 1.912E+01, 7.481E+02, 0.000E+00
 4.900E+02, 6.351E+02, 1.918E+01, 7.488E+02, 0.000E+00
 5.000E+02, 6.359E+02, 1.921E+01, 7.494E+02, 0.000E+00
 5.100E+02, 6.367E+02, 1.903E+01, 7.501E+02, 0.000E+00
 5.200E+02, 6.375E+02, 1.880E+01, 7.507E+02, 0.000E+00
 5.300E+02, 6.382E+02, 1.858E+01, 7.512E+02, 0.000E+00
 5.400E+02, 6.389E+02, 1.444E+01, 7.518E+02, 0.000E+00
 5.500E+02, 6.396E+02, 0.000E+00, 7.523E+02, 0.000E+00
 5.600E+02, 6.402E+02, 0.000E+00, 7.528E+02, 0.000E+00
 5.700E+02, 6.408E+02, 0.000E+00, 7.532E+02, 0.000E+00
 5.800E+02, 6.414E+02, 0.000E+00, 7.536E+02, 0.000E+00
 5.900E+02, 6.419E+02, 0.000E+00, 7.541E+02, 0.000E+00
 6.000E+02, 6.425E+02, 0.000E+00, 7.544E+02, 0.000E+00
 6.100E+02, 6.429E+02, 0.000E+00, 7.548E+02, 0.000E+00
 6.200E+02, 6.434E+02, 0.000E+00, 7.552E+02, 0.000E+00
 6.300E+02, 6.439E+02, 0.000E+00, 7.555E+02, 0.000E+00
 6.400E+02, 6.443E+02, 0.000E+00, 7.558E+02, 0.000E+00
 6.500E+02, 6.447E+02, 0.000E+00, 7.561E+02, 0.000E+00
 6.600E+02, 6.451E+02, 0.000E+00, 7.564E+02, 0.000E+00
 6.700E+02, 6.454E+02, 0.000E+00, 7.567E+02, 0.000E+00
 6.768E+02, 6.457E+02, 0.000E+00, 7.569E+02, 0.000E+00
