cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,kg/kg
 2.6346939E+001, 1.0020012E+003, 1.0037609E+003, 2.8993959E+000, 9.4140477E+001, 1.3717886E+002, 6.4610963E-001, 3.0627856E-002, 4.4290295E-002, 7.5556644E-002, 4.4556313E-002, 1.0902920E-001, 5.3802663E-002, 6.2239721E-001, 7.1902128E-002, 8.0602889E-003
 2.9163265E+001, 1.0202359E+003, 1.0212430E+003, 3.0374280E+000, 1.0493933E+002, 1.5830974E+002, 7.0064326E-001, 3.7374896E-002, 4.6122821E-002, 6.9124045E-002, 3.5403095E-002, 1.0665860E-001, 4.9201046E-002, 6.3794853E-001, 6.6809463E-002, 7.5338510E-003
 3.1979592E+001, 1.0259880E+003, 1.0263617E+003, 3.1638741E+000, 1.0915320E+002, 1.6706663E+002, 7.5369369E-001, 4.1176092E-002, 4.6662483E-002, 6.5954962E-002, 3.1580669E-002, 1.0506432E-001, 4.6935388E-002, 6.4524102E-001, 6.4166349E-002, 7.2567597E-003
 3.4795918E+001, 1.0299448E+003, 1.0294499E+003, 3.3808560E+000, 1.1327374E+002, 1.7573179E+002, 8.5490606E-001, 4.5321397E-002, 4.6958156E-002, 6.2775523E-002, 2.8168832E-002, 1.0317645E-001, 4.4663255E-002, 6.5234053E-001, 6.1426713E-002, 6.9670537E-003
 3.7612245E+001, 1.0337222E+003, 1.0308772E+003, 3.4695623E+000, 1.2400861E+002, 1.9542263E+002, 9.0352648E-001, 5.3868460E-002, 4.7208926E-002, 5.6513064E-002, 2.2332100E-002, 9.9067561E-002, 4.0189146E-002, 6.6578578E-001, 5.5848309E-002, 6.3735917E-003
 4.0428571E+001, 1.0335394E+003, 1.0292821E+003, 3.6181972E+000, 1.3094491E+002, 2.0611269E+002, 1.0018148E+000, 5.8296078E-002, 4.7145713E-002, 5.3444533E-002, 1.9847488E-002, 9.6835664E-002, 3.7997590E-002, 6.7216639E-001, 5.3037069E-002, 6.0726696E-003
 4.3244898E+001, 1.0282274E+003, 1.0205158E+003, 3.6732362E+000, 1.4837989E+002, 2.3109524E+002, 1.0653285E+000, 6.7237586E-002, 4.6761099E-002, 4.7471008E-002, 1.5608059E-002, 9.2183292E-002, 3.3732264E-002, 6.8424108E-001, 4.7450868E-002, 5.4721316E-003
 4.6061224E+001, 1.0243595E+003, 1.0147611E+003, 3.7592767E+000, 1.5814320E+002, 2.4442365E+002, 1.1759857E+000, 7.1383524E-002, 4.6529607E-002, 4.4740306E-002, 1.3845579E-002, 8.9990877E-002, 3.1782648E-002, 6.8964905E-001, 4.4861849E-002, 5.1932224E-003
 4.8877551E+001, 1.0196681E+003, 1.0083387E+003, 3.7958264E+000, 1.6763904E+002, 2.5656759E+002, 1.2229064E+000, 7.5492888E-002, 4.6263975E-002, 4.2058771E-002, 1.2245919E-002, 8.7792713E-002, 2.9868280E-002, 6.9487462E-001, 4.2294466E-002, 4.9162156E-003
 5.1693878E+001, 1.0080335E+003, 9.9320569E+002, 3.8325883E+000, 1.8746352E+002, 2.8000293E+002, 1.2608800E+000, 8.3552269E-002, 4.5615048E-002, 3.6909200E-002, 9.5062093E-003, 8.3408127E-002, 2.6192488E-002, 7.0471386E-001, 3.7301828E-002, 4.3761444E-003
 5.4510204E+001, 9.9988082E+002, 9.8340590E+002, 3.8914146E+000, 1.9582527E+002, 2.8962836E+002, 1.3227005E+000, 8.7618946E-002, 4.5164407E-002, 3.4440414E-002, 8.3634190E-003, 8.1142644E-002, 2.4430783E-002, 7.0936255E-001, 3.4875517E-002, 4.1123794E-003
 5.7326531E+001, 9.8110725E+002, 9.6157087E+002, 3.9137911E+000, 2.0911403E+002, 3.0427751E+002, 1.3500211E+000, 9.5431779E-002, 4.4053499E-002, 2.9974427E-002, 6.5319040E-003, 7.6698581E-002, 2.1245010E-002, 7.1772602E-001, 3.0447360E-002, 3.6283736E-003
 6.0142857E+001, 9.7127670E+002, 9.5030720E+002, 3.9507021E+000, 2.1435676E+002, 3.1027947E+002, 1.3970534E+000, 9.9097379E-002, 4.3492973E-002, 2.7912977E-002, 5.7933422E-003, 7.4591123E-002, 1.9774673E-002, 7.2152499E-001, 2.8383293E-002, 3.4022930E-003
 6.2959184E+001, 9.6129118E+002, 9.3893484E+002, 3.9622663E+000, 2.1896271E+002, 3.1572513E+002, 1.4181586E+000, 1.0258250E-001, 4.2956620E-002, 2.5948730E-002, 5.1445558E-003, 7.2580178E-002, 1.8373675E-002, 7.2510268E-001, 2.6408370E-002, 3.1859048E-003
 6.5775510E+001, 9.3752265E+002, 9.1245793E+002, 3.9635054E+000, 2.2816972E+002, 3.2567497E+002, 1.4475256E+000, 1.0976017E-001, 4.1590498E-002, 2.2225984E-002, 4.0357918E-003, 6.8360708E-002, 1.5719751E-002, 7.3195321E-001, 2.2654351E-002, 2.7715840E-003
 6.8591837E+001, 9.2443914E+002, 8.9813286E+002, 3.9518591E+000, 2.3230660E+002, 3.2974630E+002, 1.5119370E+000, 1.1320563E-001, 4.0858244E-002, 2.0533510E-002, 3.5690769E-003, 6.6312598E-002, 1.4513617E-002, 7.3509074E-001, 2.0943751E-002, 2.5818547E-003
 7.1408163E+001, 8.9812065E+002, 8.7035323E+002, 3.9519156E+000, 2.3863505E+002, 3.3445859E+002, 1.5294856E+000, 1.1945365E-001, 3.9475747E-002, 1.7526209E-002, 2.8031550E-003, 6.2578205E-002, 1.2370784E-002, 7.4065428E-001, 1.7896176E-002, 2.2431119E-003
 7.4224490E+001, 8.8429757E+002, 8.5627547E+002, 3.9651019E+000, 2.4005256E+002, 3.3439538E+002, 1.5250129E+000, 1.2244087E-001, 3.8780854E-002, 1.6129604E-002, 2.4702883E-003, 6.0782199E-002, 1.1375843E-002, 7.4324499E-001, 1.6477689E-002, 2.0849798E-003
 7.7040816E+001, 8.5720363E+002, 8.2870607E+002, 3.9685117E+000, 2.4180704E+002, 3.3307676E+002, 1.5278854E+000, 1.2851810E-001, 3.7229039E-002, 1.3463999E-002, 1.8821641E-003, 5.7091075E-002, 9.4777181E-003, 7.4825902E-001, 1.3767280E-002, 1.7809526E-003
 7.9857143E+001, 8.4294492E+002, 8.1446778E+002, 3.9567963E+000, 2.4249264E+002, 3.3190857E+002, 1.5435326E+000, 1.3142475E-001, 3.6490829E-002, 1.2179973E-002, 1.6220506E-003, 5.5323807E-002, 8.5633536E-003, 7.5065165E-001, 1.2458903E-002, 1.6342575E-003
 8.2673469E+001, 8.2788279E+002, 7.9975463E+002, 3.9316008E+000, 2.4282653E+002, 3.2970652E+002, 1.5705901E+000, 1.3432947E-001, 3.5692288E-002, 1.0976363E-002, 1.3883337E-003, 5.3542898E-002, 7.7066570E-003, 7.5293678E-001, 1.1230459E-002, 1.4956369E-003
 8.5489796E+001, 7.9953107E+002, 7.7241841E+002, 3.9243194E+000, 2.4254077E+002, 3.2488241E+002, 1.5697720E+000, 1.3989719E-001, 3.4052417E-002, 8.8102095E-003, 9.9909691E-004, 5.0101214E-002, 6.1656152E-003, 7.5712033E-001, 9.0146278E-003, 1.2439019E-003
 8.8306122E+001, 7.8595339E+002, 7.5919786E+002, 3.9081334E+000, 2.4067192E+002, 3.2132948E+002, 1.5638373E+000, 1.4247107E-001, 3.3242075E-002, 7.8762357E-003, 8.4728545E-004, 4.8496752E-002, 5.5015596E-003, 7.5896029E-001, 8.0579037E-003, 1.1343546E-003
 9.1122449E+001, 7.5933468E+002, 7.3326428E+002, 3.8963137E+000, 2.3730875E+002, 3.1462390E+002, 1.5628603E+000, 1.4719151E-001, 3.1668798E-002, 6.2763621E-003, 6.1203154E-004, 4.5532279E-002, 4.3647498E-003, 7.6217996E-001, 6.4146499E-003, 9.4470304E-004
 9.3938776E+001, 7.4687851E+002, 7.2139945E+002, 3.8853568E+000, 2.3582770E+002, 3.1104703E+002, 1.5589855E+000, 1.4942524E-001, 3.0888395E-002, 5.5660235E-003, 5.1771362E-004, 4.4120536E-002, 3.8603197E-003, 7.6364016E-001, 5.6847249E-003, 8.5976422E-004
 9.6755102E+001, 7.3399156E+002, 7.0924756E+002, 3.8534412E+000, 2.3351480E+002, 3.0649046E+002, 1.5713242E+000, 1.5162558E-001, 3.0097864E-002, 4.8945576E-003, 4.3572559E-004, 4.2724402E-002, 3.3836941E-003, 7.6503973E-001, 4.9948032E-003, 7.7903534E-004
 9.9571429E+001, 7.0745491E+002, 6.8409351E+002, 3.8429964E+000, 2.2692493E+002, 2.9562381E+002, 1.5702797E+000, 1.5590353E-001, 2.8406605E-002, 3.7960064E-003, 3.1256228E-004, 3.9976150E-002, 2.6054166E-003, 7.6750865E-001, 3.8686962E-003, 6.4399227E-004
 1.0238776E+002, 6.9421712E+002, 6.7150729E+002, 3.8243382E+000, 2.2294636E+002, 2.8952968E+002, 1.5471946E+000, 1.5793730E-001, 2.7559020E-002, 3.3319449E-003, 2.6548896E-004, 3.8659904E-002, 2.2771522E-003, 7.6861054E-001, 3.3941340E-003, 5.8597207E-004
 1.0520408E+002, 6.6868464E+002, 6.4761622E+002, 3.8107867E+000, 2.1299396E+002, 2.7510528E+002, 1.5384306E+000, 1.6170422E-001, 2.5909305E-002, 2.5799115E-003, 1.9449143E-004, 3.6204768E-002, 1.7462292E-003, 7.7052235E-001, 2.6262795E-003, 4.8981051E-004
 1.0802041E+002, 6.5593855E+002, 6.3576311E+002, 3.7767986E+000, 2.0743105E+002, 2.6730192E+002, 1.5320663E+000, 1.6349839E-001, 2.5078390E-002, 2.2829681E-003, 1.6727441E-004, 3.5025983E-002, 1.5372714E-003, 7.7136131E-001, 2.3231585E-003, 4.5039470E-004
 1.1083673E+002, 6.4419138E+002, 6.2471851E+002, 3.7614697E+000, 2.0221925E+002, 2.6021278E+002, 1.5272564E+000, 1.6514263E-001, 2.4315947E-002, 2.0119117E-003, 1.4387180E-004, 3.3945331E-002, 1.3465451E-003, 7.7212787E-001, 2.0464751E-003, 4.1438315E-004
 1.1365306E+002, 6.2361826E+002, 6.0522002E+002, 3.7453602E+000, 1.9173926E+002, 2.4720493E+002, 1.5233735E+000, 1.6786665E-001, 2.3029416E-002, 1.5950586E-003, 1.0562126E-004, 3.2150492E-002, 1.0536615E-003, 7.7336232E-001, 1.6216207E-003, 3.5815095E-004
 1.1646939E+002, 6.1408071E+002, 5.9628119E+002, 3.7250606E+000, 1.8686234E+002, 2.4088663E+002, 1.5002736E+000, 1.6914250E-001, 2.2412375E-002, 1.4197968E-003, 8.7705139E-005, 3.1307088E-002, 9.3080962E-004, 7.7391870E-001, 1.4422485E-003, 3.3381134E-004
 1.1928571E+002, 5.9494200E+002, 5.7874473E+002, 3.7156615E+000, 1.7754782E+002, 2.2804411E+002, 1.4830954E+000, 1.7172044E-001, 2.1156880E-002, 1.0769347E-003, 5.6065826E-005, 2.9600707E-002, 6.9065915E-004, 7.7502729E-001, 1.0903202E-003, 2.8568778E-004
 1.2210204E+002, 5.8515929E+002, 5.6982524E+002, 3.6874138E+000, 1.7287023E+002, 2.2160250E+002, 1.4498155E+000, 1.7301366E-001, 2.0512272E-002, 9.2477389E-004, 4.3729012E-005, 2.8741456E-002, 5.8441215E-004, 7.7555919E-001, 9.3361447E-004, 2.6356665E-004
 1.2491837E+002, 5.7582657E+002, 5.6113780E+002, 3.6600673E+000, 1.6851156E+002, 2.1585837E+002, 1.4480726E+000, 1.7422109E-001, 1.9899898E-002, 7.9681703E-004, 3.4668515E-005, 2.7936889E-002, 4.9533164E-004, 7.7603863E-001, 8.0280723E-004, 2.4449611E-004
 1.2773469E+002, 5.5744450E+002, 5.4409309E+002, 3.6367452E+000, 1.5979976E+002, 2.0393437E+002, 1.4424486E+000, 1.7657511E-001, 1.8668056E-002, 5.9876158E-004, 2.2983104E-005, 2.6360344E-002, 3.5852462E-004, 7.7691289E-001, 6.0211523E-004, 2.1285660E-004
 1.3055102E+002, 5.4864253E+002, 5.3601968E+002, 3.5965573E+000, 1.5553650E+002, 1.9789939E+002, 1.4262097E+000, 1.7768804E-001, 1.8071653E-002, 5.2424708E-004, 1.8822477E-005, 2.5612151E-002, 3.0755665E-004, 7.7730437E-001, 5.2674748E-004, 1.9988736E-004
 1.3336735E+002, 5.3286561E+002, 5.2148660E+002, 3.5722639E+000, 1.4704863E+002, 1.8643371E+002, 1.4206612E+000, 1.7969207E-001, 1.6990593E-002, 3.9985917E-004, 1.1674028E-005, 2.4263495E-002, 2.2279863E-004, 7.7799836E-001, 4.0051246E-004, 1.7750137E-004
 1.3618367E+002, 5.2547011E+002, 5.1478318E+002, 3.5175286E+000, 1.4272252E+002, 1.8067166E+002, 1.4135827E+000, 1.8061879E-001, 1.6489195E-002, 3.4433661E-004, 8.6683153E-006, 2.3639518E-002, 1.8503682E-004, 7.7831689E-001, 3.4399055E-004, 1.6733740E-004
 1.3900000E+002, 5.1841048E+002, 5.0838821E+002, 3.4937954E+000, 1.3849302E+002, 1.7504459E+002, 1.3992885E+000, 1.8150303E-001, 1.6008432E-002, 2.9446158E-004, 6.6358506E-006, 2.3043592E-002, 1.5123088E-004, 7.7861682E-001, 2.9320965E-004, 1.5795770E-004
