s,%,%,%,%,%,%,%,m/s,m/s
 9.599E+02, 3.461E+00, 7.271E+00, 1.237E+01, 1.486E+01, 1.648E+01, 1.766E+01, 1.807E+01, 4.480E-01, 4.097E-01
 1.020E+03, 4.007E+00, 7.970E+00, 1.319E+01, 1.569E+01, 1.729E+01, 1.845E+01, 1.886E+01, 4.492E-01, 4.085E-01
 1.080E+03, 4.575E+00, 8.668E+00, 1.400E+01, 1.649E+01, 1.810E+01, 1.924E+01, 1.962E+01, 4.504E-01, 4.073E-01
 1.140E+03, 5.171E+00, 9.373E+00, 1.478E+01, 1.729E+01, 1.887E+01, 2.000E+01, 2.038E+01, 4.515E-01, 4.062E-01
 1.200E+03, 5.778E+00, 1.008E+01, 1.555E+01, 1.807E+01, 1.963E+01, 2.075E+01, 2.112E+01, 4.527E-01, 4.050E-01
 1.260E+03, 6.403E+00, 1.078E+01, 1.631E+01, 1.883E+01, 2.038E+01, 2.149E+01, 2.185E+01, 4.538E-01, 4.039E-01
 1.320E+03, 7.045E+00, 1.148E+01, 1.705E+01, 1.957E+01, 2.111E+01, 2.219E+01, 2.255E+01, 4.550E-01, 4.027E-01
 1.380E+03, 7.702E+00, 1.218E+01, 1.779E+01, 2.031E+01, 2.183E+01, 2.291E+01, 2.325E+01, 4.561E-01, 4.016E-01
 1.440E+03, 8.363E+00, 1.289E+01, 1.851E+01, 2.102E+01, 2.254E+01, 2.358E+01, 2.395E+01, 4.573E-01, 4.004E-01
 1.500E+03, 9.033E+00, 1.359E+01, 1.922E+01, 2.173E+01, 2.323E+01, 2.428E+01, 2.462E+01, 4.584E-01, 3.993E-01
 1.560E+03, 9.717E+00, 1.428E+01, 1.992E+01, 2.242E+01, 2.392E+01, 2.494E+01, 2.530E+01, 4.595E-01, 3.982E-01
 1.620E+03, 1.040E+01, 1.499E+01, 2.060E+01, 2.310E+01, 2.459E+01, 2.559E+01, 2.595E+01, 4.606E-01, 3.970E-01
 1.680E+03, 1.109E+01, 1.568E+01, 2.128E+01, 2.378E+01, 2.525E+01, 2.626E+01, 2.660E+01, 4.618E-01, 3.959E-01
 1.740E+03, 1.179E+01, 1.636E+01, 2.196E+01, 2.444E+01, 2.590E+01, 2.689E+01, 2.724E+01, 4.629E-01, 3.948E-01
 1.800E+03, 1.248E+01, 1.705E+01, 2.262E+01, 2.509E+01, 2.655E+01, 2.752E+01, 2.787E+01, 4.641E-01, 3.936E-01
 1.860E+03, 1.319E+01, 1.774E+01, 2.328E+01, 2.573E+01, 2.718E+01, 2.815E+01, 2.848E+01, 4.652E-01, 3.925E-01
 1.920E+03, 1.389E+01, 1.842E+01, 2.393E+01, 2.637E+01, 2.780E+01, 2.877E+01, 2.910E+01, 4.663E-01, 3.914E-01
 1.980E+03, 1.459E+01, 1.909E+01, 2.456E+01, 2.699E+01, 2.842E+01, 2.938E+01, 2.971E+01, 4.674E-01, 3.902E-01
 2.040E+03, 1.530E+01, 1.977E+01, 2.519E+01, 2.761E+01, 2.903E+01, 2.998E+01, 3.030E+01, 4.686E-01, 3.891E-01
 2.100E+03, 1.600E+01, 2.044E+01, 2.582E+01, 2.822E+01, 2.963E+01, 3.057E+01, 3.090E+01, 4.697E-01, 3.880E-01
 2.160E+03, 1.670E+01, 2.110E+01, 2.644E+01, 2.882E+01, 3.022E+01, 3.116E+01, 3.148E+01, 4.708E-01, 3.868E-01
 2.220E+03, 1.741E+01, 2.176E+01, 2.705E+01, 2.942E+01, 3.081E+01, 3.174E+01, 3.206E+01, 4.720E-01, 3.857E-01
 2.280E+03, 1.811E+01, 2.242E+01, 2.766E+01, 3.001E+01, 3.140E+01, 3.231E+01, 3.264E+01, 4.731E-01, 3.846E-01
 2.340E+03, 1.880E+01, 2.307E+01, 2.826E+01, 3.059E+01, 3.197E+01, 3.288E+01, 3.320E+01, 4.743E-01, 3.834E-01
 2.400E+03, 1.950E+01, 2.371E+01, 2.885E+01, 3.117E+01, 3.254E+01, 3.344E+01, 3.377E+01, 4.754E-01, 3.823E-01
 2.460E+03, 2.019E+01, 2.435E+01, 2.944E+01, 3.174E+01, 3.310E+01, 3.400E+01, 3.432E+01, 4.766E-01, 3.811E-01
 2.520E+03, 2.088E+01, 2.499E+01, 3.002E+01, 3.230E+01, 3.366E+01, 3.455E+01, 3.487E+01, 4.777E-01, 3.800E-01
 2.580E+03, 2.156E+01, 2.563E+01, 3.060E+01, 3.286E+01, 3.421E+01, 3.510E+01, 3.541E+01, 4.789E-01, 3.788E-01
 2.640E+03, 2.224E+01, 2.626E+01, 3.117E+01, 3.342E+01, 3.476E+01, 3.564E+01, 3.595E+01, 4.801E-01, 3.776E-01
 2.700E+03, 2.292E+01, 2.688E+01, 3.173E+01, 3.396E+01, 3.530E+01, 3.617E+01, 3.650E+01, 4.812E-01, 3.765E-01
 2.760E+03, 2.360E+01, 2.750E+01, 3.229E+01, 3.451E+01, 3.584E+01, 3.671E+01, 3.702E+01, 4.824E-01, 3.753E-01
 2.820E+03, 2.426E+01, 2.812E+01, 3.285E+01, 3.505E+01, 3.637E+01, 3.723E+01, 3.755E+01, 4.835E-01, 3.741E-01
 2.880E+03, 2.493E+01, 2.873E+01, 3.340E+01, 3.558E+01, 3.690E+01, 3.776E+01, 3.807E+01, 4.847E-01, 3.730E-01
 2.940E+03, 2.559E+01, 2.933E+01, 3.395E+01, 3.611E+01, 3.742E+01, 3.827E+01, 3.858E+01, 4.859E-01, 3.718E-01
 3.000E+03, 2.624E+01, 2.994E+01, 3.449E+01, 3.663E+01, 3.794E+01, 3.879E+01, 3.910E+01, 4.871E-01, 3.706E-01
 3.060E+03, 2.689E+01, 3.054E+01, 3.503E+01, 3.715E+01, 3.846E+01, 3.929E+01, 3.960E+01, 4.883E-01, 3.694E-01
 3.120E+03, 2.753E+01, 3.113E+01, 3.556E+01, 3.767E+01, 3.896E+01, 3.980E+01, 4.010E+01, 4.895E-01, 3.682E-01
 3.180E+03, 2.818E+01, 3.171E+01, 3.609E+01, 3.818E+01, 3.947E+01, 4.029E+01, 4.061E+01, 4.907E-01, 3.670E-01
 3.240E+03, 2.881E+01, 3.229E+01, 3.662E+01, 3.869E+01, 3.997E+01, 4.079E+01, 4.110E+01, 4.919E-01, 3.658E-01
 3.300E+03, 2.944E+01, 3.287E+01, 3.714E+01, 3.919E+01, 4.046E+01, 4.128E+01, 4.159E+01, 4.931E-01, 3.646E-01
 3.360E+03, 3.007E+01, 3.345E+01, 3.766E+01, 3.968E+01, 4.096E+01, 4.176E+01, 4.207E+01, 4.943E-01, 3.634E-01
 3.420E+03, 3.069E+01, 3.402E+01, 3.817E+01, 4.018E+01, 4.144E+01, 4.225E+01, 4.256E+01, 4.956E-01, 3.621E-01
 3.480E+03, 3.130E+01, 3.458E+01, 3.868E+01, 4.067E+01, 4.193E+01, 4.272E+01, 4.303E+01, 4.968E-01, 3.609E-01
 3.540E+03, 3.191E+01, 3.514E+01, 3.919E+01, 4.116E+01, 4.240E+01, 4.320E+01, 4.351E+01, 4.980E-01, 3.597E-01
 3.600E+03, 3.252E+01, 3.569E+01, 3.968E+01, 4.164E+01, 4.288E+01, 4.367E+01, 4.398E+01, 4.979E-01, 3.571E-01
 3.660E+03, 3.320E+01, 3.591E+01, 3.955E+01, 4.159E+01, 4.307E+01, 4.378E+01, 4.418E+01, 2.139E-01,-2.140E-01
 3.720E+03, 3.376E+01, 3.584E+01, 3.894E+01, 4.107E+01, 4.283E+01, 4.368E+01, 4.407E+01, 2.144E-01,-2.144E-01
 3.780E+03, 3.416E+01, 3.581E+01, 3.853E+01, 4.061E+01, 4.256E+01, 4.354E+01, 4.398E+01, 2.135E-01,-2.135E-01
 3.840E+03, 3.447E+01, 3.581E+01, 3.823E+01, 4.024E+01, 4.228E+01, 4.338E+01, 4.388E+01, 2.127E-01,-2.128E-01
 3.900E+03, 3.471E+01, 3.583E+01, 3.801E+01, 3.993E+01, 4.201E+01, 4.320E+01, 4.377E+01, 2.119E-01,-2.120E-01
 3.960E+03, 3.485E+01, 3.587E+01, 3.784E+01, 3.968E+01, 4.176E+01, 4.302E+01, 4.364E+01, 2.111E-01,-2.112E-01
 4.020E+03, 3.500E+01, 3.589E+01, 3.771E+01, 3.946E+01, 4.152E+01, 4.283E+01, 4.350E+01, 2.104E-01,-2.104E-01
 4.080E+03, 3.514E+01, 3.591E+01, 3.761E+01, 3.928E+01, 4.131E+01, 4.265E+01, 4.335E+01, 2.098E-01,-2.099E-01
 4.140E+03, 3.522E+01, 3.594E+01, 3.752E+01, 3.913E+01, 4.112E+01, 4.247E+01, 4.319E+01, 2.093E-01,-2.093E-01
 4.200E+03, 3.529E+01, 3.596E+01, 3.746E+01, 3.899E+01, 4.094E+01, 4.229E+01, 4.304E+01, 2.089E-01,-2.089E-01
 4.260E+03, 3.534E+01, 3.598E+01, 3.740E+01, 3.887E+01, 4.077E+01, 4.212E+01, 4.288E+01, 2.085E-01,-2.085E-01
 4.320E+03, 3.537E+01, 3.599E+01, 3.735E+01, 3.877E+01, 4.062E+01, 4.195E+01, 4.271E+01, 2.082E-01,-2.082E-01
 4.380E+03, 3.539E+01, 3.599E+01, 3.730E+01, 3.867E+01, 4.047E+01, 4.179E+01, 4.255E+01, 2.079E-01,-2.079E-01
 4.440E+03, 3.541E+01, 3.599E+01, 3.725E+01, 3.858E+01, 4.034E+01, 4.163E+01, 4.239E+01, 2.076E-01,-2.076E-01
 4.500E+03, 3.541E+01, 3.598E+01, 3.721E+01, 3.849E+01, 4.021E+01, 4.148E+01, 4.223E+01, 2.072E-01,-2.072E-01
 4.560E+03, 3.541E+01, 3.597E+01, 3.716E+01, 3.841E+01, 4.009E+01, 4.134E+01, 4.208E+01, 2.068E-01,-2.068E-01
 4.620E+03, 3.540E+01, 3.595E+01, 3.712E+01, 3.833E+01, 3.997E+01, 4.119E+01, 4.192E+01, 2.066E-01,-2.066E-01
 4.680E+03, 3.538E+01, 3.593E+01, 3.707E+01, 3.826E+01, 3.985E+01, 4.105E+01, 4.177E+01, 2.064E-01,-2.064E-01
 4.740E+03, 3.536E+01, 3.591E+01, 3.703E+01, 3.818E+01, 3.974E+01, 4.092E+01, 4.162E+01, 2.061E-01,-2.061E-01
 4.800E+03, 3.534E+01, 3.588E+01, 3.698E+01, 3.811E+01, 3.964E+01, 4.079E+01, 4.148E+01, 2.059E-01,-2.059E-01
 4.860E+03, 3.531E+01, 3.585E+01, 3.693E+01, 3.804E+01, 3.953E+01, 4.066E+01, 4.133E+01, 2.056E-01,-2.056E-01
 4.920E+03, 3.528E+01, 3.581E+01, 3.688E+01, 3.797E+01, 3.943E+01, 4.053E+01, 4.120E+01, 2.054E-01,-2.054E-01
 4.980E+03, 3.525E+01, 3.578E+01, 3.683E+01, 3.790E+01, 3.933E+01, 4.041E+01, 4.106E+01, 2.052E-01,-2.052E-01
 5.040E+03, 3.521E+01, 3.574E+01, 3.678E+01, 3.783E+01, 3.923E+01, 4.029E+01, 4.093E+01, 2.049E-01,-2.049E-01
 5.100E+03, 3.517E+01, 3.570E+01, 3.672E+01, 3.776E+01, 3.913E+01, 4.017E+01, 4.080E+01, 2.047E-01,-2.047E-01
 5.160E+03, 3.513E+01, 3.565E+01, 3.667E+01, 3.769E+01, 3.904E+01, 4.006E+01, 4.067E+01, 2.044E-01,-2.044E-01
 5.220E+03, 3.509E+01, 3.561E+01, 3.661E+01, 3.761E+01, 3.894E+01, 3.995E+01, 4.055E+01, 2.042E-01,-2.042E-01
 5.280E+03, 3.504E+01, 3.556E+01, 3.656E+01, 3.754E+01, 3.885E+01, 3.983E+01, 4.042E+01, 2.039E-01,-2.039E-01
 5.340E+03, 3.500E+01, 3.552E+01, 3.650E+01, 3.747E+01, 3.876E+01, 3.973E+01, 4.030E+01, 2.037E-01,-2.037E-01
 5.400E+03, 3.495E+01, 3.547E+01, 3.644E+01, 3.740E+01, 3.867E+01, 3.962E+01, 4.019E+01, 2.033E-01,-2.033E-01
 5.460E+03, 3.490E+01, 3.542E+01, 3.638E+01, 3.733E+01, 3.858E+01, 3.951E+01, 4.007E+01, 2.031E-01,-2.031E-01
 5.520E+03, 3.485E+01, 3.537E+01, 3.632E+01, 3.726E+01, 3.849E+01, 3.941E+01, 3.996E+01, 2.028E-01,-2.028E-01
 5.580E+03, 3.480E+01, 3.531E+01, 3.626E+01, 3.719E+01, 3.840E+01, 3.931E+01, 3.985E+01, 2.026E-01,-2.026E-01
 5.640E+03, 3.475E+01, 3.526E+01, 3.620E+01, 3.712E+01, 3.832E+01, 3.921E+01, 3.974E+01, 2.023E-01,-2.023E-01
 5.700E+03, 3.470E+01, 3.521E+01, 3.614E+01, 3.705E+01, 3.823E+01, 3.911E+01, 3.963E+01, 2.021E-01,-2.021E-01
 5.760E+03, 3.464E+01, 3.515E+01, 3.608E+01, 3.697E+01, 3.814E+01, 3.901E+01, 3.953E+01, 2.018E-01,-2.018E-01
 5.820E+03, 3.459E+01, 3.509E+01, 3.601E+01, 3.690E+01, 3.806E+01, 3.891E+01, 3.942E+01, 2.016E-01,-2.016E-01
 5.880E+03, 3.453E+01, 3.504E+01, 3.595E+01, 3.683E+01, 3.797E+01, 3.882E+01, 3.932E+01, 2.014E-01,-2.014E-01
 5.940E+03, 3.447E+01, 3.498E+01, 3.589E+01, 3.676E+01, 3.789E+01, 3.872E+01, 3.922E+01, 2.012E-01,-2.012E-01
 6.000E+03, 3.442E+01, 3.492E+01, 3.582E+01, 3.669E+01, 3.781E+01, 3.863E+01, 3.912E+01, 2.010E-01,-2.010E-01
 6.060E+03, 3.436E+01, 3.486E+01, 3.576E+01, 3.662E+01, 3.772E+01, 3.854E+01, 3.902E+01, 2.007E-01,-2.007E-01
 6.120E+03, 3.430E+01, 3.480E+01, 3.569E+01, 3.654E+01, 3.764E+01, 3.845E+01, 3.893E+01, 2.005E-01,-2.005E-01
 6.180E+03, 3.424E+01, 3.474E+01, 3.563E+01, 3.647E+01, 3.756E+01, 3.836E+01, 3.883E+01, 2.002E-01,-2.002E-01
 6.240E+03, 3.419E+01, 3.468E+01, 3.556E+01, 3.640E+01, 3.748E+01, 3.827E+01, 3.874E+01, 2.000E-01,-2.000E-01
 6.300E+03, 3.413E+01, 3.462E+01, 3.550E+01, 3.633E+01, 3.740E+01, 3.818E+01, 3.864E+01, 1.998E-01,-1.998E-01
 6.360E+03, 3.407E+01, 3.456E+01, 3.543E+01, 3.626E+01, 3.732E+01, 3.809E+01, 3.855E+01, 1.996E-01,-1.996E-01
 6.420E+03, 3.401E+01, 3.450E+01, 3.537E+01, 3.619E+01, 3.724E+01, 3.801E+01, 3.846E+01, 1.993E-01,-1.993E-01
 6.480E+03, 3.395E+01, 3.443E+01, 3.530E+01, 3.611E+01, 3.716E+01, 3.792E+01, 3.837E+01, 1.991E-01,-1.991E-01
 6.540E+03, 3.388E+01, 3.437E+01, 3.523E+01, 3.604E+01, 3.708E+01, 3.784E+01, 3.828E+01, 1.989E-01,-1.989E-01
 6.600E+03, 3.382E+01, 3.431E+01, 3.517E+01, 3.597E+01, 3.700E+01, 3.775E+01, 3.819E+01, 1.987E-01,-1.987E-01
 6.660E+03, 3.376E+01, 3.425E+01, 3.510E+01, 3.590E+01, 3.692E+01, 3.767E+01, 3.810E+01, 1.983E-01,-1.983E-01
 6.720E+03, 3.370E+01, 3.419E+01, 3.503E+01, 3.583E+01, 3.685E+01, 3.758E+01, 3.802E+01, 1.982E-01,-1.982E-01
 6.780E+03, 3.364E+01, 3.412E+01, 3.497E+01, 3.576E+01, 3.677E+01, 3.750E+01, 3.793E+01, 1.980E-01,-1.980E-01
 6.840E+03, 3.358E+01, 3.406E+01, 3.490E+01, 3.569E+01, 3.669E+01, 3.742E+01, 3.785E+01, 1.977E-01,-1.977E-01
 6.900E+03, 3.351E+01, 3.400E+01, 3.483E+01, 3.562E+01, 3.662E+01, 3.734E+01, 3.776E+01, 1.974E-01,-1.974E-01
 6.960E+03, 3.345E+01, 3.393E+01, 3.477E+01, 3.555E+01, 3.654E+01, 3.726E+01, 3.768E+01, 1.972E-01,-1.972E-01
 7.020E+03, 3.339E+01, 3.387E+01, 3.470E+01, 3.548E+01, 3.646E+01, 3.718E+01, 3.760E+01, 1.970E-01,-1.970E-01
 7.080E+03, 3.333E+01, 3.381E+01, 3.464E+01, 3.541E+01, 3.639E+01, 3.710E+01, 3.751E+01, 1.968E-01,-1.968E-01
 7.140E+03, 3.326E+01, 3.374E+01, 3.457E+01, 3.534E+01, 3.631E+01, 3.702E+01, 3.743E+01, 1.964E-01,-1.964E-01
 7.200E+03, 3.320E+01, 3.368E+01, 3.450E+01, 3.527E+01, 3.624E+01, 3.694E+01, 3.735E+01, 1.963E-01,-1.963E-01
 7.200E+03, 3.317E+01, 3.365E+01, 3.447E+01, 3.523E+01, 3.620E+01, 3.690E+01, 3.731E+01, 1.966E-01,-1.965E-01
