s,kW,C,kg/s,m,kW/m2
 1.580E+002, 0.000E+000, 6.882E+002, 0.000E+000, 1.500E-002, 7.374E+001
 1.600E+002, 0.000E+000, 6.875E+002, 0.000E+000, 1.500E-002, 7.372E+001
 1.620E+002, 0.000E+000, 6.840E+002, 0.000E+000, 1.500E-002, 7.338E+001
 1.640E+002, 0.000E+000, 6.884E+002, 0.000E+000, 1.500E-002, 7.383E+001
 1.660E+002, 0.000E+000, 6.854E+002, 0.000E+000, 1.500E-002, 7.349E+001
 1.680E+002, 0.000E+000, 6.832E+002, 0.000E+000, 1.500E-002, 7.330E+001
 1.700E+002, 0.000E+000, 6.852E+002, 0.000E+000, 1.500E-002, 7.342E+001
 1.720E+002, 0.000E+000, 6.892E+002, 0.000E+000, 1.500E-002, 7.384E+001
 1.740E+002, 0.000E+000, 6.811E+002, 0.000E+000, 1.500E-002, 7.301E+001
 1.760E+002, 0.000E+000, 6.846E+002, 0.000E+000, 1.500E-002, 7.344E+001
 1.780E+002, 0.000E+000, 6.834E+002, 0.000E+000, 1.500E-002, 7.326E+001
 1.800E+002, 0.000E+000, 6.862E+002, 0.000E+000, 1.500E-002, 7.359E+001
 1.820E+002, 0.000E+000, 6.809E+002, 0.000E+000, 1.500E-002, 7.300E+001
 1.840E+002, 0.000E+000, 6.831E+002, 0.000E+000, 1.500E-002, 7.322E+001
 1.860E+002, 0.000E+000, 6.812E+002, 0.000E+000, 1.500E-002, 7.312E+001
 1.880E+002, 0.000E+000, 6.841E+002, 0.000E+000, 1.500E-002, 7.345E+001
 1.900E+002, 0.000E+000, 6.805E+002, 0.000E+000, 1.500E-002, 7.299E+001
 1.920E+002, 0.000E+000, 6.830E+002, 0.000E+000, 1.500E-002, 7.327E+001
 1.940E+002, 0.000E+000, 6.846E+002, 0.000E+000, 1.500E-002, 7.333E+001
 1.960E+002, 0.000E+000, 6.793E+002, 0.000E+000, 1.500E-002, 7.290E+001
 1.980E+002, 0.000E+000, 6.870E+002, 0.000E+000, 1.500E-002, 7.367E+001
 2.000E+002, 0.000E+000, 6.861E+002, 0.000E+000, 1.500E-002, 7.354E+001
 2.020E+002, 0.000E+000, 6.849E+002, 0.000E+000, 1.500E-002, 7.339E+001
 2.040E+002, 0.000E+000, 6.816E+002, 0.000E+000, 1.500E-002, 7.306E+001
 2.060E+002, 0.000E+000, 6.824E+002, 0.000E+000, 1.500E-002, 7.316E+001
 2.080E+002, 0.000E+000, 6.858E+002, 0.000E+000, 1.500E-002, 7.348E+001
 2.100E+002, 0.000E+000, 6.882E+002, 0.000E+000, 1.500E-002, 7.377E+001
 2.120E+002, 0.000E+000, 6.836E+002, 0.000E+000, 1.500E-002, 7.329E+001
 2.140E+002, 0.000E+000, 6.852E+002, 0.000E+000, 1.500E-002, 7.340E+001
 2.160E+002, 0.000E+000, 6.853E+002, 0.000E+000, 1.500E-002, 7.358E+001
 2.180E+002, 0.000E+000, 6.857E+002, 0.000E+000, 1.500E-002, 7.347E+001
 2.200E+002, 0.000E+000, 6.823E+002, 0.000E+000, 1.500E-002, 7.311E+001
 2.220E+002, 0.000E+000, 6.818E+002, 0.000E+000, 1.500E-002, 7.313E+001
 2.240E+002, 0.000E+000, 6.816E+002, 0.000E+000, 1.500E-002, 7.312E+001
 2.260E+002, 0.000E+000, 6.821E+002, 0.000E+000, 1.500E-002, 7.310E+001
 2.280E+002, 0.000E+000, 6.814E+002, 0.000E+000, 1.500E-002, 7.304E+001
 2.300E+002, 0.000E+000, 6.830E+002, 0.000E+000, 1.500E-002, 7.322E+001
 2.320E+002, 0.000E+000, 6.861E+002, 0.000E+000, 1.500E-002, 7.352E+001
 2.340E+002, 0.000E+000, 6.798E+002, 0.000E+000, 1.500E-002, 7.291E+001
 2.360E+002, 0.000E+000, 6.815E+002, 0.000E+000, 1.500E-002, 7.308E+001
 2.380E+002, 0.000E+000, 6.837E+002, 0.000E+000, 1.500E-002, 7.330E+001
 2.400E+002, 0.000E+000, 6.822E+002, 0.000E+000, 1.500E-002, 7.313E+001
 2.420E+002, 0.000E+000, 6.779E+002, 0.000E+000, 1.500E-002, 7.274E+001
 2.440E+002, 0.000E+000, 6.810E+002, 0.000E+000, 1.500E-002, 7.310E+001
 2.460E+002, 0.000E+000, 6.824E+002, 0.000E+000, 1.500E-002, 7.312E+001
 2.480E+002, 0.000E+000, 6.853E+002, 0.000E+000, 1.500E-002, 7.352E+001
 2.500E+002, 0.000E+000, 6.808E+002, 0.000E+000, 1.500E-002, 7.300E+001
 2.520E+002, 0.000E+000, 6.808E+002, 0.000E+000, 1.500E-002, 7.305E+001
 2.540E+002, 0.000E+000, 6.843E+002, 0.000E+000, 1.500E-002, 7.335E+001
 2.560E+002, 0.000E+000, 6.869E+002, 0.000E+000, 1.500E-002, 7.358E+001
 2.580E+002, 0.000E+000, 6.879E+002, 0.000E+000, 1.500E-002, 7.371E+001
 2.600E+002, 0.000E+000, 6.824E+002, 0.000E+000, 1.500E-002, 7.315E+001
 2.620E+002, 0.000E+000, 6.843E+002, 0.000E+000, 1.500E-002, 7.337E+001
 2.640E+002, 0.000E+000, 6.829E+002, 0.000E+000, 1.500E-002, 7.327E+001
 2.660E+002, 0.000E+000, 6.796E+002, 0.000E+000, 1.500E-002, 7.287E+001
 2.680E+002, 0.000E+000, 6.865E+002, 0.000E+000, 1.500E-002, 7.361E+001
 2.700E+002, 0.000E+000, 6.783E+002, 0.000E+000, 1.500E-002, 7.279E+001
 2.720E+002, 0.000E+000, 6.870E+002, 0.000E+000, 1.500E-002, 7.367E+001
 2.740E+002, 0.000E+000, 6.825E+002, 0.000E+000, 1.500E-002, 7.314E+001
 2.760E+002, 0.000E+000, 6.845E+002, 0.000E+000, 1.500E-002, 7.335E+001
 2.780E+002, 0.000E+000, 6.853E+002, 0.000E+000, 1.500E-002, 7.347E+001
 2.800E+002, 0.000E+000, 6.852E+002, 0.000E+000, 1.500E-002, 7.347E+001
 2.820E+002, 0.000E+000, 6.848E+002, 0.000E+000, 1.500E-002, 7.338E+001
 2.840E+002, 0.000E+000, 6.830E+002, 0.000E+000, 1.500E-002, 7.319E+001
 2.860E+002, 0.000E+000, 6.839E+002, 0.000E+000, 1.500E-002, 7.326E+001
 2.880E+002, 0.000E+000, 6.783E+002, 0.000E+000, 1.500E-002, 7.281E+001
 2.900E+002, 0.000E+000, 6.837E+002, 0.000E+000, 1.500E-002, 7.333E+001
 2.920E+002, 0.000E+000, 6.856E+002, 0.000E+000, 1.500E-002, 7.347E+001
 2.940E+002, 0.000E+000, 6.807E+002, 0.000E+000, 1.500E-002, 7.308E+001
 2.960E+002, 0.000E+000, 6.831E+002, 0.000E+000, 1.500E-002, 7.321E+001
 2.980E+002, 0.000E+000, 6.844E+002, 0.000E+000, 1.500E-002, 7.335E+001
 3.000E+002, 0.000E+000, 6.820E+002, 0.000E+000, 1.500E-002, 7.320E+001
