s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C
 9.0210713E+000, 1.2700004E+001, 1.2700004E+001, 1.2699950E+001, 1.2700036E+001, 1.2699985E+001, 1.2699956E+001, 1.2700004E+001, 1.2699900E+001, 1.2700004E+001, 1.2699963E+001, 1.2700013E+001, 1.2699998E+001, 1.2700021E+001, 1.2700016E+001, 1.2699974E+001, 1.2700045E+001, 1.2700037E+001, 1.2699949E+001, 1.2699989E+001, 1.2700049E+001, 1.2699958E+001, 1.2699943E+001,-9.2203808E-007, 1.9819689E-007, 1.3346331E-006, 1.4746544E-005, 4.1259506E-007, 1.4944740E-005, 2.3440504E-007,-2.3607530E-007,-1.6702603E-009, 1.2700000E+001, 1.2699930E+001
 1.0058894E+001, 1.2700006E+001, 1.2700006E+001, 1.2699943E+001, 1.2700035E+001, 1.2699981E+001, 1.2699954E+001, 1.2700006E+001, 1.2699899E+001, 1.2700005E+001, 1.2699965E+001, 1.2700012E+001, 1.2700002E+001, 1.2700019E+001, 1.2700016E+001, 1.2699974E+001, 1.2700049E+001, 1.2700043E+001, 1.2699950E+001, 1.2699989E+001, 1.2700048E+001, 1.2699955E+001, 1.2699940E+001,-1.1907659E-006, 1.0303762E-007, 6.8320071E-006, 9.0622040E-006, 5.6412412E-006, 9.1652416E-006, 3.1555083E-007,-3.1716382E-007,-1.6129905E-009, 1.2700000E+001, 1.2699910E+001
 1.1016884E+001, 1.2700008E+001, 1.2700008E+001, 1.2699938E+001, 1.2700034E+001, 1.2699977E+001, 1.2699952E+001, 1.2700008E+001, 1.2699900E+001, 1.2700006E+001, 1.2699966E+001, 1.2700011E+001, 1.2700006E+001, 1.2700017E+001, 1.2700016E+001, 1.2699976E+001, 1.2700052E+001, 1.2700049E+001, 1.2699951E+001, 1.2699990E+001, 1.2700046E+001, 1.2699952E+001, 1.2699936E+001,-1.4998212E-006, 6.1446548E-009, 1.1454104E-005, 3.2511048E-006, 9.9542823E-006, 3.2572495E-006, 4.1699332E-007,-4.1855864E-007,-1.5653152E-009, 1.2700000E+001, 1.2699886E+001
 1.2054706E+001, 1.2700009E+001, 1.2700009E+001, 1.2699934E+001, 1.2700033E+001, 1.2699973E+001, 1.2699950E+001, 1.2700009E+001, 1.2699900E+001, 1.2700008E+001, 1.2699968E+001, 1.2700010E+001, 1.2700010E+001, 1.2700014E+001, 1.2700015E+001, 1.2699977E+001, 1.2700055E+001, 1.2700054E+001, 1.2699952E+001, 1.2699991E+001, 1.2700044E+001, 1.2699949E+001, 1.2699933E+001,-1.8253063E-006,-9.0789789E-008, 1.5350105E-005,-2.6511863E-006, 1.3524799E-005,-2.7419761E-006, 5.5794329E-007,-5.5952758E-007,-1.5842915E-009, 1.2700000E+001, 1.2699852E+001
 1.3012696E+001, 1.2700010E+001, 1.2700009E+001, 1.2699931E+001, 1.2700033E+001, 1.2699970E+001, 1.2699950E+001, 1.2700010E+001, 1.2699900E+001, 1.2700008E+001, 1.2699969E+001, 1.2700010E+001, 1.2700014E+001, 1.2700010E+001, 1.2700013E+001, 1.2699979E+001, 1.2700057E+001, 1.2700059E+001, 1.2699954E+001, 1.2699992E+001, 1.2700041E+001, 1.2699947E+001, 1.2699931E+001,-2.1483588E-006,-1.7938861E-007, 1.8267324E-005,-7.9399389E-006, 1.6118965E-005,-8.1193275E-006, 7.6651141E-007,-7.6764034E-007,-1.1289281E-009, 1.2700000E+001, 1.2699804E+001
 1.4050518E+001, 1.2700010E+001, 1.2700010E+001, 1.2699928E+001, 1.2700032E+001, 1.2699967E+001, 1.2699949E+001, 1.2700010E+001, 1.2699901E+001, 1.2700009E+001, 1.2699970E+001, 1.2700009E+001, 1.2700018E+001, 1.2700006E+001, 1.2700011E+001, 1.2699980E+001, 1.2700059E+001, 1.2700063E+001, 1.2699955E+001, 1.2699993E+001, 1.2700038E+001, 1.2699945E+001, 1.2699929E+001,-2.4588854E-006,-2.5249219E-007, 2.0181557E-005,-1.2415635E-005, 1.7722672E-005,-1.2668127E-005, 1.0990548E-006,-1.1002739E-006,-1.2191487E-009, 1.2700000E+001, 1.2699730E+001
 1.5008508E+001, 1.2700010E+001, 1.2700009E+001, 1.2699925E+001, 1.2700032E+001, 1.2699965E+001, 1.2699949E+001, 1.2700010E+001, 1.2699901E+001, 1.2700010E+001, 1.2699972E+001, 1.2700009E+001, 1.2700021E+001, 1.2700001E+001, 1.2700010E+001, 1.2699982E+001, 1.2700061E+001, 1.2700066E+001, 1.2699956E+001, 1.2699994E+001, 1.2700035E+001, 1.2699944E+001, 1.2699927E+001,-2.7574278E-006,-3.0885622E-007, 2.1157202E-005,-1.5850339E-005, 1.8399774E-005,-1.6159195E-005, 1.6382114E-006,-1.6404950E-006,-2.2835888E-009, 1.2700000E+001, 1.2699613E+001
 1.6046330E+001, 1.2700010E+001, 1.2700009E+001, 1.2699923E+001, 1.2700031E+001, 1.2699963E+001, 1.2699949E+001, 1.2700010E+001, 1.2699901E+001, 1.2700010E+001, 1.2699973E+001, 1.2700009E+001, 1.2700023E+001, 1.2699997E+001, 1.2700008E+001, 1.2699984E+001, 1.2700062E+001, 1.2700069E+001, 1.2699958E+001, 1.2699995E+001, 1.2700032E+001, 1.2699942E+001, 1.2699925E+001,-3.0280882E-006,-3.4828151E-007, 2.1412178E-005,-1.8273889E-005, 1.8384090E-005,-1.8622170E-005, 2.3595213E-006,-2.3616921E-006,-2.1708262E-009, 1.2700000E+001, 1.2699457E+001
 1.7004320E+001, 1.2700009E+001, 1.2700008E+001, 1.2699922E+001, 1.2700031E+001, 1.2699961E+001, 1.2699949E+001, 1.2700009E+001, 1.2699902E+001, 1.2700011E+001, 1.2699973E+001, 1.2700009E+001, 1.2700026E+001, 1.2699992E+001, 1.2700006E+001, 1.2699985E+001, 1.2700063E+001, 1.2700071E+001, 1.2699959E+001, 1.2699996E+001, 1.2700030E+001, 1.2699941E+001, 1.2699924E+001,-3.2596400E-006,-3.7120528E-007, 2.1131689E-005,-1.9814260E-005, 1.7872049E-005,-2.0185466E-005, 3.1773533E-006,-3.1793339E-006,-1.9805337E-009, 1.2700000E+001, 1.2699280E+001
 1.8042143E+001, 1.2700008E+001, 1.2700007E+001, 1.2699920E+001, 1.2700031E+001, 1.2699960E+001, 1.2699949E+001, 1.2700008E+001, 1.2699902E+001, 1.2700011E+001, 1.2699974E+001, 1.2700009E+001, 1.2700028E+001, 1.2699988E+001, 1.2700004E+001, 1.2699986E+001, 1.2700064E+001, 1.2700073E+001, 1.2699960E+001, 1.2699997E+001, 1.2700027E+001, 1.2699940E+001, 1.2699923E+001,-3.4538188E-006,-3.7916951E-007, 2.0476060E-005,-2.0542497E-005, 1.7022241E-005,-2.0921666E-005, 4.0650818E-006,-4.0667514E-006,-1.6695876E-009, 1.2700000E+001, 1.2699089E+001
 1.9000132E+001, 1.2700006E+001, 1.2700006E+001, 1.2699919E+001, 1.2700031E+001, 1.2699960E+001, 1.2699949E+001, 1.2700006E+001, 1.2699903E+001, 1.2700011E+001, 1.2699975E+001, 1.2700009E+001, 1.2700029E+001, 1.2699983E+001, 1.2700003E+001, 1.2699987E+001, 1.2700065E+001, 1.2700074E+001, 1.2699962E+001, 1.2699998E+001, 1.2700024E+001, 1.2699940E+001, 1.2699922E+001,-3.6089332E-006,-3.7437537E-007, 1.9554394E-005,-2.0628450E-005, 1.5945461E-005,-2.1002825E-005, 4.9806687E-006,-4.9823638E-006,-1.6951069E-009, 1.2700000E+001, 1.2698892E+001
 2.0037955E+001, 1.2700005E+001, 1.2700004E+001, 1.2699918E+001, 1.2700032E+001, 1.2699959E+001, 1.2699949E+001, 1.2700005E+001, 1.2699903E+001, 1.2700011E+001, 1.2699975E+001, 1.2700009E+001, 1.2700030E+001, 1.2699979E+001, 1.2700001E+001, 1.2699988E+001, 1.2700065E+001, 1.2700075E+001, 1.2699963E+001, 1.2699999E+001, 1.2700022E+001, 1.2699939E+001, 1.2699921E+001,-3.7229942E-006,-3.5902216E-007, 1.8508652E-005,-2.0224356E-005, 1.4785658E-005,-2.0583378E-005, 5.8189165E-006,-5.8204148E-006,-1.4982906E-009, 1.2700000E+001, 1.2698711E+001
 2.1075777E+001, 1.2700003E+001, 1.2700003E+001, 1.2699917E+001, 1.2700032E+001, 1.2699959E+001, 1.2699949E+001, 1.2700003E+001, 1.2699904E+001, 1.2700011E+001, 1.2699975E+001, 1.2700009E+001, 1.2700031E+001, 1.2699975E+001, 1.2699999E+001, 1.2699989E+001, 1.2700065E+001, 1.2700076E+001, 1.2699965E+001, 1.2700000E+001, 1.2700019E+001, 1.2699939E+001, 1.2699920E+001,-3.8020525E-006,-3.3522080E-007, 1.7310224E-005,-1.9433099E-005, 1.3508171E-005,-1.9768320E-005, 6.5454442E-006,-6.5471821E-006,-1.7378434E-009, 1.2700000E+001, 1.2698554E+001
 2.2033767E+001, 1.2700002E+001, 1.2700001E+001, 1.2699916E+001, 1.2700033E+001, 1.2699959E+001, 1.2699950E+001, 1.2700002E+001, 1.2699904E+001, 1.2700011E+001, 1.2699975E+001, 1.2700010E+001, 1.2700031E+001, 1.2699971E+001, 1.2699998E+001, 1.2699989E+001, 1.2700064E+001, 1.2700077E+001, 1.2699967E+001, 1.2700000E+001, 1.2700017E+001, 1.2699938E+001, 1.2699920E+001,-3.8380600E-006,-3.0900925E-007, 1.6220080E-005,-1.8515401E-005, 1.2382020E-005,-1.8824411E-005, 7.1031591E-006,-7.1046709E-006,-1.5118662E-009, 1.2700000E+001, 1.2698434E+001
 2.3071589E+001, 1.2700000E+001, 1.2700000E+001, 1.2699915E+001, 1.2700033E+001, 1.2699959E+001, 1.2699950E+001, 1.2700000E+001, 1.2699905E+001, 1.2700010E+001, 1.2699976E+001, 1.2700010E+001, 1.2700031E+001, 1.2699968E+001, 1.2699996E+001, 1.2699989E+001, 1.2700064E+001, 1.2700077E+001, 1.2699968E+001, 1.2700001E+001, 1.2700015E+001, 1.2699938E+001, 1.2699919E+001,-3.8452583E-006,-2.7998966E-007, 1.5154798E-005,-1.7470212E-005, 1.1309540E-005,-1.7750201E-005, 7.5215438E-006,-7.5224672E-006,-9.2338724E-010, 1.2700000E+001, 1.2698344E+001
 2.4029579E+001, 1.2699999E+001, 1.2699998E+001, 1.2699914E+001, 1.2700034E+001, 1.2699959E+001, 1.2699950E+001, 1.2699999E+001, 1.2699905E+001, 1.2700010E+001, 1.2699976E+001, 1.2700010E+001, 1.2700031E+001, 1.2699965E+001, 1.2699995E+001, 1.2699989E+001, 1.2700063E+001, 1.2700077E+001, 1.2699970E+001, 1.2700002E+001, 1.2700013E+001, 1.2699938E+001, 1.2699919E+001,-3.8308762E-006,-2.4992269E-007, 1.4160054E-005,-1.6391078E-005, 1.0329178E-005,-1.6641001E-005, 7.7923200E-006,-7.7928857E-006,-5.6565319E-010, 1.2700000E+001, 1.2698285E+001
 2.5067402E+001, 1.2699997E+001, 1.2699997E+001, 1.2699914E+001, 1.2700034E+001, 1.2699959E+001, 1.2699950E+001, 1.2699997E+001, 1.2699906E+001, 1.2700009E+001, 1.2699975E+001, 1.2700010E+001, 1.2700031E+001, 1.2699962E+001, 1.2699993E+001, 1.2699989E+001, 1.2700062E+001, 1.2700077E+001, 1.2699972E+001, 1.2700003E+001, 1.2700011E+001, 1.2699938E+001, 1.2699919E+001,-3.7994686E-006,-2.2030516E-007, 1.3229231E-005,-1.5336205E-005, 9.4297626E-006,-1.5556510E-005, 7.9036066E-006,-7.9038640E-006,-2.5740641E-010, 1.2700000E+001, 1.2698260E+001
 2.6025391E+001, 1.2699996E+001, 1.2699995E+001, 1.2699913E+001, 1.2700034E+001, 1.2699959E+001, 1.2699951E+001, 1.2699996E+001, 1.2699906E+001, 1.2700009E+001, 1.2699975E+001, 1.2700010E+001, 1.2700030E+001, 1.2699960E+001, 1.2699992E+001, 1.2699989E+001, 1.2700061E+001, 1.2700077E+001, 1.2699973E+001, 1.2700004E+001, 1.2700009E+001, 1.2699938E+001, 1.2699918E+001,-3.7527706E-006,-1.9155787E-007, 1.2373260E-005,-1.4337341E-005, 8.6204898E-006,-1.4528898E-005, 7.8937886E-006,-7.8939716E-006,-1.8298166E-010, 1.2700000E+001, 1.2698261E+001
 2.7063214E+001, 1.2699994E+001, 1.2699994E+001, 1.2699913E+001, 1.2700034E+001, 1.2699959E+001, 1.2699951E+001, 1.2699994E+001, 1.2699907E+001, 1.2700008E+001, 1.2699975E+001, 1.2700010E+001, 1.2700030E+001, 1.2699957E+001, 1.2699991E+001, 1.2699989E+001, 1.2700060E+001, 1.2700077E+001, 1.2699975E+001, 1.2700004E+001, 1.2700007E+001, 1.2699938E+001, 1.2699918E+001,-3.6923017E-006,-1.6501289E-007, 1.1607859E-005,-1.3421194E-005, 7.9155572E-006,-1.3586207E-005, 7.8016190E-006,-7.8016383E-006,-1.9384924E-011, 1.2700000E+001, 1.2698280E+001
 2.8021204E+001, 1.2699993E+001, 1.2699993E+001, 1.2699912E+001, 1.2700034E+001, 1.2699959E+001, 1.2699951E+001, 1.2699993E+001, 1.2699907E+001, 1.2700007E+001, 1.2699975E+001, 1.2700010E+001, 1.2700029E+001, 1.2699955E+001, 1.2699990E+001, 1.2699988E+001, 1.2700059E+001, 1.2700077E+001, 1.2699977E+001, 1.2700005E+001, 1.2700006E+001, 1.2699938E+001, 1.2699918E+001,-3.6241752E-006,-1.4085642E-007, 1.0909471E-005,-1.2574099E-005, 7.2852959E-006,-1.2714955E-005, 7.6593650E-006,-7.6594043E-006,-3.9270708E-011, 1.2700000E+001, 1.2698310E+001
 2.9059026E+001, 1.2699992E+001, 1.2699991E+001, 1.2699912E+001, 1.2700035E+001, 1.2699960E+001, 1.2699952E+001, 1.2699992E+001, 1.2699908E+001, 1.2700007E+001, 1.2699975E+001, 1.2700009E+001, 1.2700029E+001, 1.2699954E+001, 1.2699988E+001, 1.2699988E+001, 1.2700057E+001, 1.2700077E+001, 1.2699978E+001, 1.2700006E+001, 1.2700004E+001, 1.2699938E+001, 1.2699918E+001,-3.5511474E-006,-1.1791637E-007, 1.0270046E-005,-1.1795282E-005, 6.7188986E-006,-1.1913199E-005, 7.4886580E-006,-7.4885056E-006, 1.5243597E-010, 1.2700000E+001, 1.2698347E+001
 3.0017016E+001, 1.2699990E+001, 1.2699990E+001, 1.2699912E+001, 1.2700035E+001, 1.2699960E+001, 1.2699952E+001, 1.2699990E+001, 1.2699908E+001, 1.2700006E+001, 1.2699975E+001, 1.2700009E+001, 1.2700028E+001, 1.2699952E+001, 1.2699987E+001, 1.2699987E+001, 1.2700056E+001, 1.2700076E+001, 1.2699980E+001, 1.2700006E+001, 1.2700003E+001, 1.2699938E+001, 1.2699918E+001,-3.4750553E-006,-9.6007799E-008, 9.6742224E-006,-1.1042991E-005, 6.1991671E-006,-1.1138999E-005, 7.3020350E-006,-7.3017265E-006, 3.0853153E-010, 1.2700000E+001, 1.2698386E+001
 3.1054838E+001, 1.2699989E+001, 1.2699989E+001, 1.2699912E+001, 1.2700034E+001, 1.2699960E+001, 1.2699952E+001, 1.2699989E+001, 1.2699908E+001, 1.2700005E+001, 1.2699975E+001, 1.2700009E+001, 1.2700027E+001, 1.2699951E+001, 1.2699986E+001, 1.2699987E+001, 1.2700055E+001, 1.2700076E+001, 1.2699982E+001, 1.2700007E+001, 1.2700001E+001, 1.2699938E+001, 1.2699918E+001,-3.3989833E-006,-7.5358065E-008, 9.1345822E-006,-1.0334440E-005, 5.7355989E-006,-1.0409798E-005, 7.1106962E-006,-7.1103480E-006, 3.4821807E-010, 1.2700000E+001, 1.2698427E+001
 3.2012828E+001, 1.2699988E+001, 1.2699988E+001, 1.2699912E+001, 1.2700034E+001, 1.2699960E+001, 1.2699953E+001, 1.2699988E+001, 1.2699909E+001, 1.2700004E+001, 1.2699975E+001, 1.2700008E+001, 1.2700026E+001, 1.2699949E+001, 1.2699985E+001, 1.2699987E+001, 1.2700054E+001, 1.2700076E+001, 1.2699983E+001, 1.2700007E+001, 1.2700000E+001, 1.2699939E+001, 1.2699918E+001,-3.3206112E-006,-5.5475995E-008, 8.6188816E-006,-9.6411420E-006, 5.2982704E-006,-9.6966180E-006, 6.9179458E-006,-6.9176012E-006, 3.4459045E-010, 1.2700000E+001, 1.2698468E+001
 3.3050651E+001, 1.2736485E+001, 1.2723062E+001, 1.2727697E+001, 1.2713700E+001, 1.2700818E+001, 1.2705619E+001, 1.2736485E+001, 1.2701957E+001, 1.2704922E+001, 1.2709246E+001, 1.2718745E+001, 1.2722342E+001, 1.2722656E+001, 1.2721457E+001, 1.2717701E+001, 1.2708554E+001, 1.2703737E+001, 1.2701885E+001, 1.2706014E+001, 1.2722210E+001, 1.2722645E+001, 1.2722880E+001, 4.0762244E+000,-4.4572764E-005,-1.1126011E-003, 1.2355354E-003, 4.0751118E+000, 1.1909626E-003,-3.4504350E+001,-4.3313564E+000,-3.8835706E+001, 1.2700000E+001, 3.4431063E+002
 3.4028807E+001, 1.4724571E+001, 1.4205402E+001, 1.3961248E+001, 1.3366610E+001, 1.3060760E+001, 1.3054977E+001, 1.4724571E+001, 1.2843135E+001, 1.3008212E+001, 1.3325989E+001, 1.3977867E+001, 1.4172317E+001, 1.4167001E+001, 1.4088416E+001, 1.3789003E+001, 1.3141079E+001, 1.2868550E+001, 1.2821403E+001, 1.3094525E+001, 1.3945757E+001, 1.4124288E+001, 1.4172715E+001, 4.3577194E+001,-4.1272507E-003,-2.5544165E-002, 2.8503854E-002, 4.3551650E+001, 2.4376603E-002,-1.0375401E+002,-8.0894107E+000,-1.1184342E+002, 1.2700000E+001, 9.2468814E+002
 3.5036285E+001, 2.1735301E+001, 2.0664097E+001, 1.7664784E+001, 1.5451912E+001, 1.5042367E+001, 1.4357154E+001, 2.1735301E+001, 1.3477169E+001, 1.4261708E+001, 1.5966607E+001, 1.9472093E+001, 2.0500241E+001, 2.0475284E+001, 2.0076061E+001, 1.8395184E+001, 1.4903341E+001, 1.3495137E+001, 1.3429043E+001, 1.4857188E+001, 1.8650437E+001, 2.0125457E+001, 2.0476759E+001, 5.8191437E+001,-3.1538319E-002, 4.8251225E-001, 7.0659472E-002, 5.8673950E+001, 3.9121153E-002,-1.0324213E+002,-8.7221561E+000,-1.1196428E+002, 1.2700000E+001, 9.3012989E+002
 3.6032642E+001, 3.0227409E+001, 2.9124666E+001, 2.1993776E+001, 1.7925853E+001, 1.7514842E+001, 1.5932916E+001, 3.0227409E+001, 1.4314088E+001, 1.5884289E+001, 1.9383000E+001, 2.6584342E+001, 2.8757645E+001, 2.8734435E+001, 2.7901323E+001, 2.4389501E+001, 1.7235863E+001, 1.4330043E+001, 1.4265813E+001, 1.7181145E+001, 2.4635002E+001, 2.7937402E+001, 2.8716963E+001, 5.8703868E+001,-7.6909816E-002, 9.8734464E-001, 7.1613266E-003, 5.9691213E+001,-6.9748489E-002,-1.0319288E+002,-8.8047352E+000,-1.1199762E+002, 1.2700000E+001, 9.3061311E+002
 3.7028883E+001, 3.8543501E+001, 3.7436688E+001, 2.6210009E+001, 2.0340073E+001, 1.9930576E+001, 1.7474722E+001, 3.8543501E+001, 1.5157968E+001, 1.7504560E+001, 2.2767540E+001, 3.3573016E+001, 3.6868947E+001, 3.6839701E+001, 3.5588825E+001, 3.0271327E+001, 1.9539817E+001, 1.5168792E+001, 1.5108365E+001, 1.9490939E+001, 3.0517232E+001, 3.5629470E+001, 3.6846164E+001, 5.8561043E+001,-1.2711826E-001, 9.3728234E-001,-8.4117357E-002, 5.9498325E+001,-2.1123562E-001,-1.0296371E+002,-9.0353379E+000,-1.1199904E+002, 1.2700000E+001, 9.3004220E+002
 3.8008924E+001, 4.6753337E+001, 4.5641793E+001, 3.0366793E+001, 2.2728434E+001, 2.2320644E+001, 1.8997708E+001, 4.6753337E+001, 1.5997073E+001, 1.9110224E+001, 2.6119027E+001, 4.0474624E+001, 4.4873767E+001, 4.4855682E+001, 4.3176300E+001, 3.6066836E+001, 2.1813952E+001, 1.5998623E+001, 1.5943325E+001, 2.1772066E+001, 3.6310923E+001, 4.3213548E+001, 4.4854188E+001, 5.8547225E+001,-1.7844232E-001, 9.0701784E-001,-6.1780028E-002, 5.9454243E+001,-2.4022235E-001,-1.0337328E+002,-8.6254551E+000,-1.1199874E+002, 1.2700000E+001, 9.3127333E+002
